capitalism|critique of capitalism|investment bank|market economy|plutocracy
capitalist|detective|investigation|new york city|police
capoeira|fight|fighting|martial arts|violence
captain|casualty notification|casualty notification team|sergeant|staff sergeant
captain|cavalry|fort|retirement|yellow ribbon
captain|commandant|mafia|russian mafia|security system
captain|congo|expedition|laser|lost city
captain|darkness|eclipse|space|survival
captain|desert|major|park ranger|utah
captain|desert|rescue|stranded|survivor
captain|emperor|honor|japan|samurai
captain|expedition|sea|submarine|whale
captain|experiment|fire|psychic|secret government agency
captain|explosion|klingon|moon|peace
captain|flight|flight attendant|plane|search
captain|fort|love|native american|trade
captain|greek|island|italian|love
captain|half brother|klingon|planet|vulcan
captain|lapd|murder|undercover cop|violence
captain|marriage proposal|saloon|saloon singer|singer
captain|morocco|ship|tintin|treasure
captain|pilot|reporter|robot|scientist
capture|combat|fbi|hunter|special forces
capture|computer hacker|mission|rogue agent|spy
capture|dinosaur|island|jurassic|jurassic park
car accident|college|ghost|girl in panties|white panties
car accident|coma|evil politician|psychic|vision
car accident|coma|out of body experience|reference to the exploited|teenage girl
car accident|death of wife|mothman|point pleasant west virginia|urban legend
car accident|death|freak accident|hospital|premonition
car accident|feud|lawyer|revenge|road rage
car accident|japan|newlywed|photograph|photographer
car accident|life support|memory loss|trauma|voice recording
car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation
car bomb|card cheat|cash|casino|gambling syndicate
car breakdown|diner|jeep|paranoia|violence
car chase|gangsta|gun fight|hitman|kitten
car chase|plot twist|police van|rear ending a car|slasher
car crash|coach|death|oregon|university of oregon
car crash|impersonating a police officer|long lost brother|marriage bureau|suitor
car crash|loss|self help group|teenage mother|title directed by female
car damage|computer printer|female band|fingernail polish|narcissism
car falling off a cliff|hospital|revenge|star died before release|terrorist
car fire|children|cockroach|independent film|new year
car fire|evil|hospital|hotel|prophecy
car hitting pedestrian|china|fan|nineteenth century|reversal of fortune
car motorcycle chase|one against many|oracle|prophecy|stylized violence
car race|german|race car|race car driver|rookie
car racing|crush|hustler|scam|watching television
car racing|french|friend|nascar|racing
car salesman|filmmaking|pulp fiction|santa claus suit|truck driver
caramel|friendship|police|secret|suitor
caravan|police|police sergeant|tied to a chair|yorkshire
card dealer|casino|criminal mastermind|recruiting|ulcer
card trick|london england|magician|rain machine|rooftop
career|casino|judge|stock|stock broker
career|fame|murder|new hampshire|television
career|player|tennis|tennis player|wimbledon
caribbean|curse|governor|pirate|undead
carjacking|drug lord|johannesburg south africa|police|post apartheid
carl jung|patient|psychoanalysis|russian|sigmund freud
carnage|female nudity|purple panties|sexual attraction|shaved labia
carnival|coma|death|monkey|nightmare
carnival|devil|redemption|reference to god
carpenter|exorcism|faith|reference to jesus christ|temptation
cartographer|creature|foreign language adaptation|sword and sorcery|village
cartoon cat|cat|character name in title|puss in boots|surrealism
cartoon on tv|cat|dog|kitty|special agent
cartoon on tv|cat|dog|scientist|secret agent
cartoon on tv|doctor|emergency room|hospital|nudity
cartoon on tv|family relationships|physical abuse|single parent|two word title
cartoon on tv|foreign language adaptation|second part|videotape|writer
cartoon on tv|generation y|high school|overalls|strong female character
cartoon on tv|reference to frankenstein|reference to jimi hendrix|scene during end credits|surrealism
cartoon tiger|coming of age|tiger|tigger|title directed by female
cartoonist|reporter|serial killer|zodiac|zodiac killer
car|car accident|death|friend|glass
car|car accident|housewife|sheriff|suburb
car|challenge|drift racing|drifting|tokyo japan
car|comic book|comic book artist|iphone|memory
car|desert|route 66|tow truck|truck
car|dog|flip phone|rape threat|vulnerable
case file|fbi agent|psycho thriller|psychopath|serial killer
case|doll|dry humor|friend|love
case|ex kgb|ronin|russian|suitcase
cash|financial problem|heist|land rover|mortgage
casino|christmas|christmas season|girlfriend|release from prison
casino|desert|love|suicide|tragic event
casino|elvis impersonator|gun|heist|rascal
casino|espionage|free running|james bond|terrorist
casino|father son relationship|jackpot|judge|wedding
casino|fbi|mafia|mob hit|sniper
casino|football|sheriff|special forces|violence
casino|french riviera|gambler|heist|partner
casino|future|laser gun|moon|nightclub
casino|gang violence|robbery|suicide|violence
casino|heist|manmade earthquake|revenge|tunnel boring machine
casino|irony of fate|landlady|professor|remake
casino|locker|money|museum|race
casper|friendly ghost|ghost|maine|mansion
castle thunder|document|neighborhood|punctuation in title|villain arrested
castle|diary|holy grail|map|nazi
castle|dragon|fire breathing dragon|militia|survival
castle|dragon|kidnapping|satire|sword and sorcery
castle|england|king|knight|templar
castle|france|professor|student|time machine
castration|chicken|fast food|indian burial ground|protest
casual sex|friendship|friendship between women|gay|singles
cat burglar|female lead|future|mixed martial arts|post apocalypse
cat killer|death of animal|high heels|kneed in the crotch|kneed in the groin
catch 22|friend|insanity|kneed in the groin|military
caterer|catering|chef|friend|lawn mower
catering|monster|one word title|party|wasp
catfight|clinic|colonel|diamond|patricide
catfight|dominatrix|rape|spanking|stripper
cathedral|dauphin|france|trial|wartime rape
cathedral|minister|presidential election|reference to george washington|ritual sacrifice
catholic church|community|monastery|monk|terrorist
catholic|catholicism|rabbi|school|summer
catholic|chancellor|divorce|king henry viii|thomas more
catholic|christian|jew|muslim|religion
catholic|convent|gay love|gay relationship|irish adoption board
catholic|corrupt cop|new york city|police detective|police officer killed
catholic|corruption|emotional abuse|france|seduction
catholic|death row|inmate|oklahoma city|sexual promiscuity
catholic|five sisters|isolation|school|suicide
catholic|hanging|mexico|rebellion|soldier
catholic|priest|stigmata|vatican|wound
cattle|cattle drive|cowboy|kansas|texas
cattle|cow|dairy farm|farm|rustler
cat|cat people|leopard|love|slip the undergarment
cat|cemetery|maine|secret|woods
cat|christmas song|lawn mowing|leave of absence|medication
cat|cia|jewish|male nurse|nurse
cat|computer|cult film|runner|sanctuary
cat|diamond|ford mustang|james bond 007|yanked off bikini top
cat|dog|first part|lasagna|veterinarian
cat|dog|hamster|new york city|superpower
cat|england|lti txii|peugeot 206|rover 3 5 litre.coupe p5b
cat|fbi agent|murder|serial killer|website
cat|friend|love|sheriff|teenager
cat|halloween|kitten|michael myers|psychotronic
cat|homosexual sex|male homosexuality|neighborhood|noisy neighbor
caught having sex|class|friend|lesbian|lesbian sex
cavalry|escape|herd|stallion|wild stallion
cave bear|cro magnon|neanderthal|survival|tradition
cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation
cave|caveman|journey|strict father|survival
cave|cobra|island|medallion|waterfall
cave|diver|diving|flare|parasite
cave|expedition|friendship between women|group of friends|survival horror
cave|expedition|panic|rebreather|underwater
cave|highlander|illusion|immortal|japan
cave|lost world|missing brother|mountain|venus flytrap
cave|salmon
cbs|cbs news|research|tobacco|whistleblower
cbs|expose|fear|paranoia|reporter
celebrity|consumerism|fashion|media manipulation
celebrity|injection|near future|scalpel|stabbed in the mouth
celebrity|journalist|lesbian kiss|strong female character|tv producer
celebrity|lottery|murder|snowmobile|weatherman
celebrity|party|pig|starlet|writer
celebrity|robot|satire|sketch comedy|stop motion animation
celibacy|jewish|priest|rabbi|synagogue
cell phone|computer|computer hacker|e mail|technology
cell phone|distress signal|family in danger|police|stealing a car
cell phone|hostage|mall|security guard|text messaging
cell phone|hotel|misunderstanding|monte carlo|young woman
cell phone|male frontal nudity|oregon|sexual ambiguity|title directed by female
cellphone|detective|missing person|private detective|train
cellular memory|eye|eye transplant|seeing dead people|violinist
celtic mythology|cottage|fisherman|irish|selkie
cemetery|farmhouse|radiation|running out of gas|zombie
cemetery|female nudity|mortuary|sphere|tall man
cemetery|friend|journey|mexico|promise
censorship|children|corpse|heil hitler|suffering
centennial|girl|next door neighbor|prom|school
ceo|dubai|product|rivalry|spy
cgi film|computer animation|dragon|hunter
chained|flashback|killer|serial killer|surprise ending
chainsaw|chainsaw murder|human monster|music score composed by director|obscene finger gesture
chainsaw|halloween|mansion|massacre|texas
challenge|china|hong kong|martial arts|martial arts master
chameleon|lizard|sheriff|water|western town
champagne bottle|coca cola|jewelry box|red bull|zoo
championship|cheerleading|high school|teen comedy|teenage romance
championship|coach|curling|marriage|rural setting
championship|coach|harvard|physics|zamboni
championship|drugs|three word title|wrestler|wrestling
championship|hit and run|police|police investigation|volleyball
champion|golf tournament|golfer|nostalgia|orchestral music score
changing the future|independent film|invention|nonlinear timeline|time travel
chaos|disease|infection|pandemic|zombie
chaos|england|long take|survival|violence
chaos|museum|museum of natural history|night watchman|watchman
character name in title|con artist|fraud|gay|prison break
character name in title|depression|drugs|one word title
character name in title|diane arbus|male full frontal nudity|photographer|pubic hair
character name in title|election campaign|presidential election
character name in title|nelson mandela|one word title|reference to winnie mandela|south africa
character name in title|no opening credits|sequel|wilhelm scream
chariot race|epic|false accusation|jerusalem|slave
charity|dancer|foreign language adaptation|hope|taxi dancer
charles darwin|cutlass|pirate|queen victoria|scientist
charles dickens|christmas|christmas eve|ghost|scrooge
chase|clue|detective|movie star|murder
chase|courier|delivery|envelope|police
chase|dead man|jungle|killing a lion|killing a tiger
chase|evil scientist|gadget|mind control|tough girl
chase|fbi|garage|spy|surveillance
chase|future|surprise ending|time loop|time travel
chase|heist|london england|mobster|safe deposit
chase|puppet animation|red hat|stop motion animation|troll
chat room|computer|computer hacker|identity|identity theft
chatting|missing person poster|online dating|photographer|sexual predator
chaucer|jousting|knight|medieval times|tournament
chauffeur|disorganized crime|dog|ransom|slapstick
chauffeur|hospital|secret agent|spying|tuxedo
cheating husband|female nudity|male nudity|male rear nudity|revenge
cheating wife|cigarette smoking|male in shower|male nudity|male rear nudity
cheating wife|drug reference|maintenance man|male vomiting|promiscuous woman
cheating wife|extramarital affair|female lead|undercover|unfaithfulness
cheating wife|film camera|hasselblad camera|leica camera|medium format camera
cheating|economics|experiment|human nature|sumo wrestling
cheating|falling from height|murder|non professional cast|slum
cheating|fraternity|monster|singing in a car|university
cheerfulness|female protagonist|garden gnome|magical realism|waitress
cheerleader|cheerleading movie|neo noir|neo western|texas ranger
cheerleader|farmer|fear|high school basketball|nightmare
cheerleader|father son relationship|football coach|loss of father|mother son relationship
cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom
cheerleader|gay|homosexual|lesbian|lesbian relationship
cheerleader|geek|high school|prison|reference to janet jackson
cheerleader|party|popular girl|speech|valedictorian
cheerleading|fbi|fbi agent|nanny|undercover
cheese|city|ice cream|school|second city
cheese|diary|friend|middle school|school
chef|college|housekeeper|letter|mexico
chef|congressman|cook|hotel|senator
chef|cooking|guardian|kitchen|restaurant
chef|cook|drugs|gang|reporter
chef|female chef|love|magic|restaurant
chef|food|french|rat|restaurant
chef|friend|italy|restaurant|russian
chef|gay kiss|michelin star|restaurant|violent behavior
chef|haute cuisine|indian cuisine|michelin guide|restaurant
chess|drugs|love|meth|pawn
chewing gum|climbing a tree|france|translation problems|world war one
chicago illinois|drink|drinking|filmmaker|writer
chicago illinois|false identity|femme fatale|new york city|spying
chick flick|doctor|horseback riding|wedding|wedding planner
chick flick|escort|male escort|wedding|wedding date
chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy
chick flick|hawaii|love|plastic surgeon|woman wearing a string bikini
chicken|competition|island|penguin|surfing
chicken|delusional depression|doctor|king|mysterious girl
chicken|escape|farm|freedom|rooster
chicken|governor|locker room|sheriff|texas
chick|emperor penguin|journey|ocean|penguin
chief of staff|contest|president|singing|terrorist
chihuahua|german shepherd|mexico|potted plant|tijuana mexico
child abduction|detective|investigation|police|sex offender
child abuse|death|drugs|ku klux klan|police brutality
child beauty pageant|grandson|hidden camera|jackass|road trip
child cancer|christian film|christianity|falling into a hole|inspiring
child custody|custody battle|disability|mentally impaired man|single father
child fugitive|final battle|martial art|silk road|sword
child hitman|dystopia|future|robot|self repair
child in peril|electroshock therapy|memory|memory loss|teenage girl
child labor|education|hispanic|labor|migration
child murderer|murder|sex|soviet union|woman slaps a man
child with gun|comic book|invulnerability|superhero|train crash
child's point of view|house|lawyer|real estate|washing machine
childbirth|christmas|gay slur|infidelity|punched in the nose
childbirth|female frontal nudity|nude protest|nudist|skinny dipping
childhood trauma|death|medical student|memory|near death experience
children adventure|magical realism|sea goddess|small town|tsunami
children|children's tv show|money|revenge|scandal
children|chinese|illegal immigrant|immigrant|male ponytail
children|competition|rival|second part|vacation
children|court|king|king henry viii|love
children|doctor|mysterious event|pastor|small village
children|epic|friend|girl|quest
children|identity|lawsuit|lawyer|sperm donor
children|inner city|parent|school|teacher
children|studio logo segues into film|temple|village|white dinner jacket
child|comic book|dream|murderer|nightmare
child|criminal|death|depression|novelist
child|student|university|widow|writer
chimpanzee|elephant|jungle|mercenary|shaman
chinatown|illegal immigrant|new york|police|triad
china|cholera|epidemic|love|marriage
china|chrysanthemum|emperor|empress|prince
china|cia|cold war|friendship|retirement
china|disarming someone|qing dynasty|stabbed with a bayonet|war violence
china|faith|panama|photography|suspense
china|flying|king|palace|sword
china|kung fu|panda|peacock|tigress
china|kung fu|panda|pig|village
china|missionary|opium|villain|year 1937
chinese|chinese american|lesbian love|mother daughter relationship|surgeon
chinese|cia|single mother|spy|terrorist
chinese|computer|cybercrime|hacker|one word title
chinese|dalai lama|lama|tibet|tibetan
chinese|gang|gratitude|immigrant|japan
chipmunk|cruise ship|football ball|overboard|tennis ball
chipmunk|highway travel|on the road|plane|road movie
chipmunk|hunting dog|sabotage|thanksgiving|turkey the bird
chocolate|chocolate factory|factory|orphan|student
chocolate|chocolate shop|food|france|village
chocolate|christmas|christmas eve|death|suspect
chocolate|diminution|miniaturization|physical flexability|ticket
choir|death|friend|suicide|therapy
choking|friend|hospital|restaurant|scam
chop socky|mutant|ninja|shredder|turtle
chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter
choreographer|dance|dancer|dancing|hip hop
chores|father figure|helicopter parents|in laws|punishment
chorus girl|chorus line|director|gala premiere|song
chosen one|comic violence|intentionally bad|kung fu|stylized violence
chosen one|enchanted object|love|spell|training
chosen one|fashion|fashion model|model|retired
christ figure|class differences|messiah|saviour|social commentary
christian film|dare|firefighter|internet pornography|marriage
christian film|forgiveness|hospital|pastor|police
christianity|love|reference to justin bieber|reference to taylor swift|worship
christian|christian film|shark|surfer|surfing
christian|coach|faith|football|football team
christian|emperor|general|hostage|nero
christian|jewish|pastor|school|virginity
christian|love|philosophy|prefect|slave
christian|male frontal nudity|mormon|mormon missionary|nudity
christmas tree|french canadian|new york|salesman
christmas|christmas eve|christmas party|held at gunpoint|hostage
christmas|christmas eve|elf|high tech|resentment
christmas|christmas eve|miser|muppet|scrooge
christmas|christmas tree|commercialism|meaning of christmas|tree
christmas|christmas tree|fire|new york city|stoner
christmas|compassion|executive|ghost|redemption
christmas|cruelty|ring|secret|tension
christmas|december|holiday|massachusetts|neighbor
christmas|destiny|fate|love|serendipity
christmas|duplex|television|tenant|writer
christmas|fable|old man
christmas|family dinner|husband wife conflict|husband wife kiss|large family
christmas|family home|musician|piano|secret
christmas|german|holiday|krampus|santa claus
christmas|holiday|madea series|rural setting|stubbornness
christmas|island|love|survival|talking to inanimate object
christmas|lifting female in air|lifting male in air|lifting someone into the air|little girl
christmas|magic|santa claus|son|toy
christmas|no man's land|soldier|trench|world war one
christmas|resort|thailand|tourist|tsunami
chronic traumatic encephalopathy|concussion|football|football player|pathologist
chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female
chumscrubber|death|friend|pills|school
chun li|crime fighter|gangster|mobster|rescue
church|cigarette smoking|deacon|twin brother|twins
church|college|color in title|philosophy|texas
church|competition|high school|new school|pastor
church|cowboy boots|dancing|high school dance|teenager
church|drink|knocking on a door|love|three word title
church|english|flashback|nurse|patient
church|hostage|mine|plutonium|revenge
church|louisiana|minister|preacher|texas
church|love|marriage|mormon|single
church|love|mexico|politics|priest
church|marriage|mormon|mormon church|proposition
church|priest|sheriff|vampire|warrior
cia agent|escape|muslim|prison|ship
cia|cia agent|consulate|on the run|safe house
cia|cia agent|fbi|mexico|train
cia|cia agent|mutant|nuclear war|professor
cia|cia agent|rescue|russian|team
cia|cia agent|terrorist|twin|twin brother
cia|cold war|lawyer|negotiation|spy
cia|colombia|colombian drug cartel|drugs|president
cia|crocodile|satellite|snake|spider
cia|divorce|embassy|gym|memoir
cia|emir|hotel|map|morocco
cia|female assassin|interrogation|office cubicle|spy
cia|hezbollah|lebanon|oil|prince
cia|hong kong|market|undercover|van
cia|husband wife relationship|memory|tied up while barefoot|violence
cia|individualism|mental illness|religion|revenge
cia|iraq|iraqi|political military conspiracy|weapon of mass destruction
cia|jordan|middle east|spy|terrorist
cia|mole|revolution|spy|ussr
cia|nanobot|prep school|scientist|teenager
cia|on the run|russian|russian spy|strong female lead
cider|farm|farmer|fox|tale
cigar smoking|cowboy|duel|outlaw|tombstone arizona
cigarette butt|drone|funeral procession|nellis air force base|taliban
cigarette lighter|death|fire|on the run|terrorist
cigarette smoking|death|devil|nightmare|satanic cult
cigarette smoking|dea|drugs|inspired by true events|undercover
cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding
cigarette smoking|lobbyist|political satire|reporter|tobacco industry
cincinnati ohio|high school|hockey|jock strap|zoologist
cinderella story|correspondence|evil step mother|female protagonist|teenage girl
cinderella story|fish out of water|makeover|manners|princess
circus|circus vargas|elephant|fear|train
circus|clown|elephant trainer|trapeze|trapeze artist
circus|dark fantasy|dream|dream world|fantasy world
circus|death of protagonist|jungle|killing an animal|tiger
circus|dog|entertainer|holocaust|patient
circus|magic|magician|oz|witch
city by night|contract killer|driving at night|los angeles california|taxi
city name in series title|homicide|older man younger man relationship|place in series title|police partner
city name in title|male frontal nudity|place name in title
city|city symphony|diary|essay|surveillance
city|dc comics|gotham|pantyhose|police
city|new york city|night|reservation|restaurant
civil rights|courage|protest|selma alabama|u.s. politics
civil rights|irish|march|northern ireland|protest march
civil war|colonialism|hatred|independence|rural ireland
civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war
civil war|hitman|outlaw|shootout|spaghetti western
civil war|mountain|soldier|well|wounded soldier
claim in title|contraction in title|new york|new york city|woodstock
claim in title|exclamation point in title|punctuation in title|reference to babe ruth|sex
claim in title|high school|mixed martial arts|ultimate fighting championship|underdog
claim in title|infidelity|irish american|love|sex
claim in title|jazz|jazz singer|sexy woman|time manipulation
class conflict|edwardian era|england|sexual awakening|spoof
class differences|killing spree|one night|suburb|violence
class differences|letter|nursing home|second chance|summer love
class president|family relationships|friend|high school|jock
classic literature|denmark|funeral|madness|prince
classified ad|intern|magazine|time machine|time travel
classroom|fund raising|headmaster|reunion|roman
class|cornwall connecticut|dog|friend|pawtucket rhode island
class|gardening|race|school|shoe
claw crane|cowboy|jealousy|rivalry|toy
cleopatra|egypt|epic|queen|roman empire
cleric|dystopia|fascist|law|neo noir
clerk|friend|hockey|video|video store
cleveland browns|head coach|linebacker|nfl|team owner
cleveland indians|league|manager|owner|team
cliche|exchange student|slasher|spoof|surfing
client|dentures|false teeth|reference to peter pan|single parent
cliff|hawaii|island|newlywed|waterfall
climate|earth|global warming|science|truth
climate|end of the world|global warming|natural disaster|weather
clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect
clique|country club|female protagonist|lip gloss|title directed by female
clitoris|deep throat|fellatio|oral sex|porn industry
clock tower|delorean|future|time travel|time travel comedy
clock|dark fantasy|mad hatter|queen|sequel
clone|cloning|construction|same actor playing two characters simultaneously on screen|year 1996
clone|cloning|future|laser gun|murder
clone|convoy|crow|desert|satellite
clone|environment|escape|island|lottery
clone|love|male nudity|medical ethics|virginity
close up of breasts|female nudity|fugitive|money|undercover
close up of eyes|monster|quirkiness|supernatural|vomiting
closed ecological system|perpetual winter|population control|revolt|train
closeted lesbian|iranian|islamophobia|propaganda|teenager
closet|father daughter relationship|psychiatric hospital|real life sisters playing sisters|train
clouseau|diamond|panther|pink|pink panther
clown|clowning|dance|gang|south central los angeles
club|fight|fighting|high school|mixed martial arts
cmnf|cmnf scene|mermaid|new york city|public nudity
cnn reporter|ellipsis in title|matrix|punctuation in title|secret agent
co worker|escort|magazine|teacher|writer
co worker|game tester|loss of virginity|roommate|snack
coach|college basketball|national championship|ncaa|texas
coach|college|college football|domineering mother|football
coach|convict|football|prison|warden
coach|coyote|popularity|quarterback|texas
coach|football player|misfits|strike|sumo wrestler
coach|football|football coach|high school|radio
coach|football|football movie|football team|high school sweethearts
coach|football|football team|marshall university|university
coach|friend|school|series|tv series
coach|gambling|housing project|little league|little league baseball
coach|gymnastics|houston texas|teenager|texas
coach|high school football
coach|high school|place name in title|school|student
coach|hockey team|lawyer|respect|team
coach|mask|school principal|team|track
coach|soccer|soccer coach|soccer mom|soccer team
coal mine|girl|school|village|wales
coal|detective|irish|irish immigrant|pennsylvania
coastal town|iceland|police|snowstorm|winter storm
cobbler|desert|gold|princess|thief
cobra|gi joe|snake|train|warhead
cocaine|contraband|drug lord|prison|smuggling
cocaine|cop|criminal|partner|police
cocaine|drug smuggling|interlinked stories|judge|mexico
cocaine|edinburgh scotland|stand up comedian
cocaine|extramarital affair|sex|shooting|violence
cocaine|homosexual|penis|psychopath|pubic hair
cocaine|package|slow motion scene|topless female nudity|wrong address
cockney accent|fight|island|machismo|mercenary
cockroach|desert|ghost town|giant spider|travel
code|duty|steel helmet|u.s. marine|u.s. soldier
code|evil|false accusation|megalomaniac|torah
coin toss|desert|sheriff|texas|tracking device
coincidence|cult film|overalls|suburb|vomiting
cola|desert|ice cream cone|teenage girl|vomiting
cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion
cold fusion|disguise|energy|fusion|the saint
cold war|cold war era|interview|russia|written and directed by cast member
cold war|hungary|mole|spy|woman on top
cole porter|composer|love|party|tears
collapsing tunnel|explosion|new jersey|tunnel|weimaraner
collar|dog|fight|fighting|piano
collector|dog|friend|rescue|toy
collector|ghost|ghost hunter|glass house|machine
college football|fight|football|hero|surrender
college professor|fbi|president|professor|supreme court
college student|disfigured face|house|suicide|website
college tuition|guitar|road trip|soldier|stranded
college|college athlete|comeback|gymnast|olympics
college|college campus|dance craze|depression|fraternity
college|college campus|gossip|rape|sex
college|college girl|female protagonist|sorority|sorority house
college|college roommate|party|roommate|student
college|cruise|drag|female armpit hair|sorority
college|daughter|girl|sex|wisconsin
college|day care|escape|teddy bear|toy
college|debate|student|texas|wiley college
college|depression|grief|mental breakdown|post september 11 2001
college|desi|heritage|india|indian american
college|detective|disappearance|police detective|thesis
college|drugs|harvard|pot|smoke
college|drugs|hidden camera|tattoo|undercover
college|drugs|patient|psychologist|secret
college|face slap|high school|loss of virginity|pierced nipple
college|flubber|flying rubber|professor|wedding
college|fraternity|friend|house|party
college|friend|ivy league|secret society|suicide
college|ghostface|killer|killing spree|murder
college|high school senior|meat|protest|university
college|loser|love|new york city|overdose
college|love|party|reporter|tuition
college|misogyny|money|new friend|party
college|teacher|theatrical producer|tutu|wedding
collision course|computer|cruise|diamonds|ship run aground
colombian|enema|group therapy|murder|nurse
colombia|colombian|drug mule|money|stomach
colombia|dream|love|surfer|village
colon in title|competition|five word title|golf|temper
colon in title|horse|kentucky|overalls|six word title
colonel|doctor|korean war|major|nurse
colonel|ethiopia|marksman|on the run|rangefinder
colonel|flower girl|professor|street|wager
colonel|general|military|prison|three star general
colonel|honor|lieutenant|pilot|racism
colonel|ice|ice cream truck|military|u.s. army
colonel|lieutenant|nuclear warhead|team|washington d.c.
colonel|mission|partisan|spy|traitor
color in title
color in title|number in title|two word title
color in title|parody|reference to cuba gooding jr|reference to netflix|written by star
colorado|diner|iraq|nuclear missile|president
colorado|love|murder|rocky mountains|werewolf
colorado|niece|satellite|terrorist|train
columbia university|lecture|marriage|professor|sex
columnist|journalist|los angeles times|musician|wearing a traffic cone as a hat
coma|crash
coma|death|miner|valentine|valentine's day
coma|east germany|german democratic republic|germany|heart attack
coma|fbi|race against time|serial killer|strong female lead
coma|mysterious villain|police chase|shooting range|sniper
coma|one word title|spitting|sushi|swimming pool
combat|computer|general|military|reporter
combat|head cut off|immortal|scotland|swordsman
combat|helmet|martial arts|medieval times|violence
comeback|family relationships|marriage|new york|racer
comeback|friend|jazz|stage|trumpet
comedian|crossword puzzle|editor|new york times|puzzle
comedy of manners|false identity|farce|love|period drama
comic book|comic book history|comics|spawn|walking dead
comic book|female killer|hit in the crotch|narrated by character|reference to batman
comic book|friendship|gay|lesbian|secret
comic relief|diary|kiss|madea series|state flag
comic violence|hand to hand combat|kung fu|talking to self in mirror|violence
comic|ex girlfriend|jay and silent bob|mall|teenager
coming of age|depression|gay|high school|mental illness
coming of age|friendship|private school|student|teacher
coming of age|friend|high school|sidekick|superpower
coming of age|geisha|japan|jealousy|love
coming of age|island|poison|teenage boy|teenage girl
coming of age|male frontal nudity|male nudity|photographer|slum
coming of age|male nudity|road trip|skinny dipping|teenager
coming of age|marijuana|rape|virgin|weed
coming out|father son relationship|gay|gay brother|toilet sex
coming out|fellatio|male in bathtub|male nudity|nudity
commando unit|extra chromosome|first person shooter|special forces|teleportation
commercial|dream|dreaming|girl|new york city
commercial|extreme sports|mountain|serbian|terrorist
commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt
commune|defecation|environmentalism|fellatio|island
community service|love|punishment|school|student
community|connecticut|fem bot|tv producer|writer
company|corporate takeover|executive|magazine|new boss
competition|contest|friend|self expression|white rapper
competition|dance contest|friend|money|street dancing
competition|date|employee|laser in eyes|slacker
competition|estranged father|skunk|summer camp|wall
competition|fake documentary|hairdresser|nudity|reference to liberace
competition|fight|ice|jock strap|nintendo game boy advance
competition|giant vegetable|pest control|stop motion animation|vegetable
competitiveness|creator|entrepreneur|facebook|intellectual property
composer|future|letter|nonlinear timeline|nursing home
compulsive liar|fbi|informant|investigation|spy
compulsive liar|fired from a job|gift|rape|substance abuse
computer hacker|crime boss|detective|drugs|wedding
computer hacker|girlfriend in a coma|nosebleed|prosthetic leg|road trip
computer hacker|hacker|investigation|journalist|punk
computer hacker|internet|news leak|whistleblowing|wikileaks
computer|computer virus|cyberpunk|fight the system|sexual fantasy
computer|contract|earth|moon|solitude
computer|earthquake|microchip|official james bond series|silicon valley
computer|future|mexican immigrant|network|wilhelm scream
computer|game|high school|norad|teenager
computer|good versus evil|mind control|science experiment|sequel
computer|high school|kryptonite|smallville|villain
computer|marriage|non statutory female on male rape|promotion|sexual harassment
computer|secret agent|terrorism|told in flashback|wearing a sound wire
con artist|con man|deception|rivalry|seduction
con artist|hotel|partner|scam|stamp
con artist|money|orphan|scam|secretary
con man|eccentric|heiress|love|revenge
concert|drugs|recession|record company|rock star
concert|gangsta rap|hip hop|nwa|rap music
concert|jail|journalist|revolution|singer
concert|live in concert recording|live performance
concert|love|music industry|panties|pole dancer
concert|mobster|russian|sequel|widow
concert|mockumentary|musician|new york city|singer
concierge|front desk|hotel|maid|prostitute
conclave|illuminati|murder|reference to bernini|reference to raphael
confederacy|hero|prequel|stonewall jackson|war hero
confederate|death|independence day|military|terrorist
confession|demonic possession|exorcism|flickering light|priest
conflicted hero|flashback|mission|rescue|rescue mission
congenital liar|mental breakdown|self deception|snob|talking to oneself
congressman|conspiracy|newspaper|political conspiracy|subway
congressman|high school|latino|pacific palisades|school
congressman|lawyer|nsa|on the run|surveillance
conjoined twins|independent film|low budget film|separation|twin
connecticut|cult|memory|new york|telephone call
connecticut|magic|marriage|witch|witchcraft
consciousness|photographer|radical|science|scientist
conservatory|drummer|emotional abuse|music school|obsession
conspiracy theory|kennedy assassination|mock documentary|paranoia
conspiracy|cryptography|mathematician|mental illness|nobel prize
conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity
conspiracy|fbi|mk ultra|newsletter|taxi
conspiracy|female scientist|mugging|police detective|tattoo
conspiracy|feminist|hippie|motorcycle|slapstick comedy
conspiracy|heroism|megalomaniac|super soldier|world domination
conspiracy|political conspiracy|recording|sound|truth
contagion|cure|infection|panic|virus
contamination|corporate crime|environmental issue|female protagonist|working single mother
